	sample1	sample2	sample3	sample4
IL21	0	2	0	0
IL21-AS1	5	8	1	2
BBS12	583	551	141	198
CETN4P	5	8	6	4
FGF2	471	787	2158	2919
LOC124900773	67	86	40	23
NUDT6	89	75	63	81
SPATA5	1814	1982	2142	2045
LOC105377404	8	10	1	0
LOC124900772	0	1	0	2
LOC124900774	0	0	0	0
SPRY1	1550	1591	1696	1450
TRC-GCA2-1	1	0	2	7
LINC02435	2	3	0	0
LOC105377405	7	8	2	0
LINC01091	39	97	5	8
LOC124900775	3	4	0	0
LOC124900776	5	3	0	0
LOC105377407	0	4	0	0
LOC105377406	2	7	1	2
LOC105377408	0	0	0	0
LINC02516	16	44	0	0
ANKRD50	8373	8295	1873	1703
FAT4	13155	18341	1267	1328
MIR2054	0	0	0	0
LINC02379	0	0	0	0
LOC105377409	2	5	0	1
LOC105377410	0	0	0	0
LOC124900777	0	0	0	0
LOC105377411	0	0	1	0
LOC102724210	7	14	1	0
LOC107986312	1	1	0	0
LOC105377412	0	0	0	1
INTU	1367	1536	1593	1504
SLC25A31	1	0	0	1
LOC105377414	0	0	0	0
HSPA4L	522	606	1026	702
LOC112268470	0	0	0	0
PLK4	923	1068	2409	2431
MFSD8	770	883	503	623
ABHD18	2604	2022	1105	1154
LARP1B	1394	1497	1586	2052
PGRMC2	1997	2157	1344	893
LINC02615	56	86	54	47
LOC101927259	3	7	0	0
LOC124900778	3	2	10	9
LOC124900905	0	0	0	0
JADE1	2585	1841	7345	5938
SCLT1	1484	1734	795	775
C4orf33	166	240	76	111
LOC105377416	1	0	0	0
LOC105377417	1	0	0	0
LOC124900779	0	0	0	0
LINC02466	0	0	3	5
LINC02465	3	1	3	1
LOC105377418	1	0	27	36
LINC02479	0	0	0	0
LOC105377422	0	0	0	0
LOC105377423	0	0	0	0
LINC02377	3	4	1	0
LOC124900860	0	0	0	0
LOC124900859	0	1	0	0
SNHG27	0	1	0	0
LOC105377425	0	1	0	0
LOC105377428	0	0	0	1
LINC01256	0	1	0	0
LOC124900861	0	0	1	1
LOC124900862	0	0	1	0
LOC105377431	0	1	2	0
PCDH10-DT	2	21	222	120
PCDH10	197	535	8663	5860
LOC124900863	0	0	226	289
PABPC4L	733	816	511	681
LINC02462	0	0	1	0
LOC105377436	0	1	5	4
LOC105377438	0	0	0	0
LOC105377437	0	0	0	0
LINC02485	0	0	0	0
LOC124900883	0	0	0	0
LINC00613	0	0	0	0
LOC124900864	0	0	0	0
LINC02511	0	1	0	0
LINC02510	0	0	0	0
LOC105377442	0	1	0	0
PCDH18	4532	4907	1677	2402
LINC02172	6	3	0	0
LOC101927414	1	1	0	0
LOC107986314	4	2	0	0
LOC105377444	0	0	0	0
LOC105377445	1	0	0	0
LOC107986315	1	1	0	0
LOC105377447	0	1	0	0
LINC00616	0	0	0	0
SLC7A11-AS1	1	2	3	3
SLC7A11	17	96	1353	2215
LINC00499	0	0	0	1
LINC00500	0	0	0	1
LOC105377448	1	4	0	0
NOCT	208	264	2991	2856
LOC124900780	74	113	112	71
ELF2	2699	2628	1807	1975
LOC105379412	8	10	5	4
MGARP	37	46	95	63
NDUFC1	1546	1110	1150	1167
NAA15	3128	3532	9595	11392
LOC124900188	6	14	1	2
RAB33B	1107	1454	1005	807
RAB33B-AS1	27	23	32	36
SETD7	3077	2350	613	510
LOC105377451	1	5	2	0
LOC105377622	10	10	1	1
QKILA	0	0	1	2
MGST2	965	704	164	202
MAML3	626	756	825	553
LOC124900781	94	84	5	1
LOC124900782	57	126	18	3
LOC105377452	16	43	2	2
LOC124900783	228	581	72	18
LOC101927516	81	167	24	16
LOC124900784	1	2	4	2
SCOC	1123	1474	1251	1187
SCOC-AS1	25	27	7	10
LOC124900785	0	0	0	0
CLGN	1643	1040	314	268
MGAT4D	2	0	0	0
ELMOD2	1389	1682	1282	1500
UCP1	7	14	9	9
TBC1D9	2726	2968	106	78
TNRC18P1	45	67	1	0
LOC124900787	10	11	0	0
LOC124900786	9	20	0	0
RNF150	8779	5730	584	514
ZNF330	2792	1698	1863	1798
LOC124900902	0	0	0	0
LINC02432	76	56	2	0
LINC02276	0	5	0	0
IL15	70	80	51	48
INPP4B	5532	4435	41	47
LOC101927613	231	375	0	0
LOC105377457	48	104	0	0
LOC124900788	1	2	0	0
LOC105377623	41	44	15	6
USP38	1581	1484	1299	1463
LOC124900789	44	36	11	14
GAB1	12931	11650	1124	927
MIR3139	27	32	0	0
SMARCA5-AS1	84	57	164	171
SMARCA5	5931	5964	15928	17412
GUSBP5	31	78	48	30
FREM3	23	64	8	4
LOC105377458	4	19	0	0
LOC105377459	17	50	6	3
GYPE	58	126	1	4
LOC101927636	8	17	4	1
LOC124900790	0	5	0	0
GYPB	43	87	1	0
LOC105377460	11	42	5	0
GYPA	67	189	1	0
LOC105377462	2	4	0	0
HHIP-AS1	91	111	1	1
HHIP	1550	2264	13	3
LOC124900791	308	631	19	6
LOC124900792	9	7	2	0
LOC124900793	8	9	3	0
ANAPC10	773	1207	495	508
ABCE1	2405	2725	6755	8103
OTUD4	3090	3156	4115	3533
LOC124900794	4	8	2	4
LOC105377465	0	0	0	0
LINC02266	0	0	13	7
SMAD1	945	1102	513	717
SMAD1-AS2	40	38	2	0
SMAD1-AS1	10	9	2	7
LOC285422	0	0	0	0
LINC02491	0	0	0	0
MMAA	259	300	230	199
C4orf51	56	117	49	38
ZNF827	3303	3770	1824	1219
LOC105377468	0	2	1	0
LOC105377469	0	0	0	0
LINC01095	1	0	0	0
LSM6	325	405	1003	1172
REELD1	1	7	1	0
SLC10A7	451	696	94	124
LOC105377472	6	10	0	1
MIR7849	0	0	0	0
POU4F2	6	2	1	1
TTC29	5	8	10	14
LOC105377474	0	0	0	0
LOC105377473	2	7	1	1
LOC105377475	1	4	0	0
LOC105377476	2	1	0	0
MIR548G	2	0	0	0
EDNRA	4511	5133	127	161
LOC124900795	75	166	1	0
TMEM184C-DT	2	23	0	0
LOC124900796	0	3	0	0
LINC02507	1	32	0	1
TMEM184C	1388	1527	2137	2481
PRMT9	665	741	770	919
ARHGAP10	1802	1534	377	573
MIR4799	4	6	0	0
NR3C2	1187	928	140	122
LOC102724672	13	33	0	0
LOC124900798	15	17	0	0
LOC107986195	33	37	1	0
LOC105377483	1	4	0	0
LOC124900797	10	27	0	0
LOC105377481	8	6	0	0
LOC105377480	1	5	0	0
LINC02430	1	4	0	0
LINC02355	3	8	0	0
LOC107986320	3	7	0	0
IQCM	0	0	9	3
LOC105377479	0	0	0	0
DCLK2	2592	2310	11	13
LRBA	6562	6393	10666	8993
LOC729558	41	62	25	9
MAB21L2	167	267	27	8
RPS3A	29338	19999	32668	33063
SNORD73B	5	5	13	11
SNORD73A	0	0	0	0
SH3D19	3980	3637	3541	3897
LOC107986196	27	45	24	27
LOC105377485	122	179	43	48
LOC124900799	449	771	225	118
PRSS48	65	136	28	11
FHIP1A-DT	28	26	133	106
FHIP1A	1144	717	5880	3455
GATB	1014	682	463	497
LOC107986197	98	100	62	28
LOC127898557	0	0	0	0
LOC105377488	2	2	0	0
LOC102724700	0	0	0	0
LOC127898556	0	0	0	0
LINC03074	0	0	0	0
LINC02273	0	11	0	0
LOC124900800	0	0	0	0
LOC105377489	0	0	0	0
LOC105377490	0	0	0	1
LOC105377492	0	6	0	0
FBXW7	2283	3025	1888	1754
FBXW7-AS1	3	10	0	0
MIR3140	5	10	5	0
MIR4453HG	124	195	120	142
MIR4453	0	0	0	0
TMEM154	50	81	189	205
LOC105377495	0	0	1	1
TIGD4	22	47	97	91
ARFIP1	666	786	1328	1548
FHDC1	187	364	1094	1384
LOC729870	7	13	20	35
TRIM2	3931	3571	3268	3109
LOC105377496	60	71	2	1
ANXA2P1	47	53	13	11
MND1	287	385	755	686
TMEM131L	2338	2752	1649	1980
LOC105377498	16	20	5	1
LOC100419170	18	12	2	2
TLR2	78	120	67	62
RNF175	343	490	181	161
LOC105377499	4	1	2	1
SFRP2	121	2273	16266	13673
LOC101927947	6	30	2	2
DCHS2	113	202	105	71
PLRG1	1730	1618	2913	3515
FGB	209	48	0	0
FGA	170	60	0	0
FGG	94	30	0	2
LOC124900169	8	60	45	24
LRAT	76	143	1001	1196
LOC105377500	0	0	0	0
RBM46	3	13	27	25
LOC105377501	0	0	0	0
NPY2R	4	76	28	50
NPY2R-AS1	0	17	3	3
LOC105377502	0	0	0	0
MAP9	844	1069	807	773
MAP9-AS1	4	5	0	0
LOC105377503	22	5	0	0
LOC105377505	22	71	0	0
LOC105377504	24	51	0	0
GUCY1A1	7999	6918	4	5
LOC105377506	33	43	0	0
GUCY1B1	1321	1344	75	72
ASIC5	0	0	0	0
LOC105377507	0	3	2	2
TDO2	7	12	1	3
CTSO	500	508	33	43
LOC102724785	0	0	0	0
LOC105377508	0	0	0	0
LINC02272	0	0	0	0
PDGFC	1703	1891	121	183
GLRB	834	627	14	24
GRIA2	191	1346	0	1
LOC107986238	0	0	0	0
LINC02433	0	4	0	0
LOC105377509	6	14	0	0
LOC124900801	0	1	0	0
GASK1B	4939	4296	3	0
GASK1B-AS1	101	153	0	2
LOC101928007	22	31	1	0
TMEM144	375	356	272	180
LOC105377510	0	0	0	0
LOC124900802	0	0	0	0
RXFP1	3	11	6	4
C4orf46	1036	922	1568	1814
ETFDH	2538	1500	346	415
LOC124900922	10	9	6	3
PPID	1047	839	1898	2081
FNIP2	3346	3313	687	647
C4orf45	17	35	3	2
RAPGEF2	7640	5856	3312	3154
MIR3688-1	0	0	0	0
MIR3688-2	0	0	0	0
LOC107986324	0	2	0	0
LOC105379457	0	0	1	0
LINC02233	0	0	0	0
LOC107986239	0	0	1	0
LINC02477	0	0	0	0
LOC105377513	0	0	1	0
LOC105377514	0	0	0	0
LOC105377515	0	0	0	0
FSTL5	9	74	27	17
LOC101928052	0	1	0	0
LOC124900803	0	0	0	0
LOC124900804	0	0	0	0
LOC105377516	5	2	0	0
MIR4454	0	0	1	0
NAF1	897	1090	1212	1453
LOC101928081	1	16	10	3
LOC105377517	0	0	0	0
NPY1R	234	316	792	690
NPY5R	112	82	128	140
TKTL2	1	0	0	0
LOC124900805	13	20	26	22
TMA16	369	456	1203	1341
MARCHF1	252	525	222	120
LOC107986325	2	4	0	0
SMIM31	0	3	1	0
APELA	7	14	249	556
TRIM61	118	167	224	310
FAM218A	73	89	30	41
TRIM60	0	0	2	1
TRIM75	1	2	0	0
TMEM192	649	686	889	894
KLHL2	897	797	499	574
GK3	20	32	5	5
LOC124900915	0	3	1	0
MSMO1	672	967	4718	4863
LOC105377519	0	0	0	0
CPE	943	4942	410	366
MIR578	0	4	0	0
LOC105377520	0	4	0	0
LOC124900806	0	0	0	0
LINC01179	0	3	0	0
LOC101928131	1	3	0	1
LOC105377521	0	1	0	0
TLL1	503	750	22	14
SPOCK3	63	161	52	22
LOC105377523	0	0	0	0
ANXA10	6	2	0	1
LOC124900170	0	0	0	0
LOC105377524	3	6	1	1
DDX60	882	782	313	256
LOC124900910	0	2	0	0
DDX60L	905	993	83	63
LOC124900181	1	5	0	0
LOC107986198	100	156	1	0
PALLD	23116	17847	290	284
LOC124900807	1172	1576	0	0
PALLD-AS1	35	60	0	0
LOC124900808	31	32	0	1
LOC124900809	482	840	26	18
LOC102723331	1788	3162	68	27
CBR4	903	941	1258	1421
LOC107986200	1	2	1	1
LOC105377527	0	1	1	4
SH3RF1	476	708	823	1061
LOC105377529	0	0	0	0
NEK1	1769	1934	929	951
CLCN3	3735	3349	3861	3138
HPF1	767	635	870	905
LOC107986240	0	0	0	1
LOC124900810	0	1	0	0
LOC105377530	0	0	45	46
LINC02275	0	0	18	16
MFAP3L	114	216	1126	1350
LOC101928198	0	2	0	0
AADAT	264	410	364	432
LOC107986326	11	20	9	6
LINC01612	2	1	30	49
LINC02512	0	0	0	0
LINC02382	0	0	0	0
LOC124900869	0	0	0	0
LINC02431	0	0	0	0
MIR6082	0	0	0	0
LOC105377534	0	0	0	0
LINC02504	0	0	0	1
LOC105377535	0	1	0	0
LINC02174	0	0	0	0
LOC441052	3	3	0	5
GALNTL6	10	15	3	4
LOC124900811	2	1	0	0
GALNTL6-AS1	0	2	0	0
LOC107986201	1	0	0	0
GALNT7-DT	42	85	103	75
GALNT7	743	1148	2142	2421
LOC124900812	185	345	115	68
MIR548T	0	0	0	0
HMGB2	6885	5528	6596	7425
SAP30-DT	113	114	156	91
SAP30	662	534	806	766
SCRG1	119	170	34	6
LOC112268474	193	307	99	17
LOC112267917	191	282	28	5
LOC101928409	2655	1614	1	2
LOC124900815	317	233	0	0
HAND2	5072	3017	1	1
HAND2-AS1	3691	2823	0	0
LOC124900816	562	554	0	0
LOC107986203	0	1	0	2
LINC02269	2	7	0	0
LOC105377543	12	12	1	0
LOC105377544	1	12	1	0
LOC105377546	11	12	0	0
LOC107986204	3	1	0	0
LINC02268	51	78	0	0
FBXO8	648	576	239	283
CEP44	1071	1104	898	937
LOC105377547	1	2	1	0
MIR4276	0	0	0	0
HPGD	37	154	5	15
LOC105377548	6	26	1	1
LOC124900870	0	2	0	0
LOC105377549	0	0	0	2
LOC105377551	0	0	0	0
GLRA3	0	1	1	4
LOC101928551	0	0	2	1
ADAM29	0	0	0	1
LOC124900871	1	20	0	0
LOC105377552	0	0	0	0
LOC124900872	0	1	0	0
GPM6A	62	201	86	57
GPM6A-DT	2	12	0	1
LOC107984113	12	60	5	4
WDR17	52	141	226	157
SPATA4	1	5	1	0
ASB5	3	4	7	5
SPCS3	2543	3566	4337	4981
LOC124900817	2	1	0	1
HAFML	6	10	0	0
VEGFC	490	505	20	28
LINC02509	0	0	0	0
LOC105377557	1	1	1	1
NEIL3	672	698	783	858
LOC105377558	47	82	37	29
AGA	158	187	184	239
AGA-DT	96	129	30	38
LOC124900889	0	2	0	0
LOC105377559	1	5	0	0
LINC01098	2	6	0	1
LOC105377560	4	22	0	0
LINC01099	21	132	0	2
LOC105377561	0	1	0	0
LOC105377562	0	0	0	0
LOC124900186	0	0	0	0
LOC105377563	0	0	0	0
LOC124900818	0	5	1	0
LOC124900623	15	140	19	10
LOC124900819	12	132	13	4
LOC105377567	2	32	0	0
LOC105377565	0	3	0	0
LOC124900820	0	5	0	0
LOC105377568	0	7	0	0
LOC124900821	0	9	0	0
LINC00290	0	3	0	0
LINC02500	77	52	0	0
LOC107986205	3	3	0	1
LOC124900822	2	4	0	0
TENM3	2666	4236	5670	4713
TEMN3-AS1	1	2	0	0
TENM3-AS1	192	243	275	335
MIR1305	8	11	2	1
LOC105377572	117	216	43	14
LOC105377571	7	29	8	4
LOC105377576	30	67	36	22
DCTD	1486	1530	1804	1979
LOC105377577	0	0	1	0
LOC107986327	1	0	0	0
LOC112268472	6	3	0	0
LOC107986328	0	0	0	0
CIBAR1P2	2	0	2	0
LOC105377578	0	3	2	0
WWC2-AS2	84	84	161	145
WWC2	4245	3796	8113	6832
WWC2-AS1	11	18	8	2
LOC124900896	6	17	9	1
CLDN22	0	0	0	0
CLDN24	16	27	7	5
LOC124900894	1	3	1	0
CDKN2AIP	662	706	717	912
LOC124900823	12	6	2	0
ING2-DT	24	44	25	26
ING2	274	334	483	467
LOC101929996	0	0	0	0
LOC105377580	0	1	0	0
LOC124900911	0	0	0	0
RWDD4	567	518	491	627
TRAPPC11	2026	2244	2719	2406
LOC105377581	1	1	0	0
LOC124900824	26	26	0	0
STOX2	2815	2707	3169	3567
LOC107986330	8	13	0	0
LOC124900826	8	11	0	2
ENPP6	6	10	15	14
LOC105377582	1	0	0	0
LOC105377584	0	0	0	0
LOC124900825	0	0	0	0
MYL12BP2	1	2	0	3
LINC02363	11	3	5	5
LINC02362	53	40	3	0
IRF2	786	608	310	370
LINC02427	2	10	0	1
LINC02365	4	5	3	6
CASP3	1580	1345	3517	5504
PRIMPOL	431	503	211	196
CENPU	1411	1495	1574	2494
ACSL1	1476	1266	480	504
SLED1	2	3	0	2
LOC105377587	0	0	0	0
MIR3945HG	2	1	0	0
MIR3945	0	0	1	2
LINC01093	0	0	0	0
MIR4455	0	0	0	0
LINC02437	0	0	0	0
HELT	1	0	1	2
LINC02436	1	1	0	1
LOC105377588	0	0	1	0
SLC25A4	18300	9972	1767	2408
CFAP97	1513	1872	2458	2188
SNX25	963	1131	1183	1104
LOC124900827	10	8	4	0
LRP2BP	450	757	213	116
ANKRD37	16	29	12	2
UFSP2	850	783	933	780
C4orf47	60	104	335	100
CCDC110	32	76	79	71
LOC105377590	4	7	14	7
PDLIM3	3623	3301	117	165
SORBS2	47970	39244	42	67
LOC101928929	7	6	0	1
LOC124900909	0	1	0	0
LOC124900828	1	0	0	0
LOC124900830	0	0	0	0
LOC124900829	1	0	0	0
TLR3	43	61	92	124
FAM149A	188	226	373	349
LOC124900171	9	29	27	25
FLJ38576	22	18	21	31
CYP4V2	351	398	101	95
KLKB1	35	15	700	1019
LOC124900873	2	0	2	0
F11	2	2	24	29
F11-AS1	0	1	2	4
LOC124900874	0	0	0	0
LOC105377596	0	0	3	0
MTNR1A	1	3	22	10
FAT1	35485	27815	22780	17686
LOC107986334	68	106	22	24
LOC124900875	0	0	0	0
LOC124900877	0	0	2	1
LOC102723906	0	2	0	0
LOC105377599	1	1	13	13
LOC124900876	0	0	0	0
LOC124900878	0	0	0	0
LINC02374	0	0	0	0
LOC107986335	3	2	47	25
LOC339975	3	2	35	34
LINC02514	0	1	1	1
LINC02515	5	1	3	5
LINC02492	0	0	0	0
LOC105377604	0	1	0	0
LOC124900879	0	0	0	0
LOC105377603	1	0	0	0
LOC107983963	1	0	0	0
LOC124900880	0	0	0	0
LOC124900881	0	0	0	0
ZFP42	13	41	5808	9977
TRIML2	3	0	1255	1582
LOC107986337	0	0	0	0
TRIML1	0	0	0	0
LINC02434	1	0	0	0
LOC105377607	1	1	1	0
LOC105377608	2	0	1	0
LOC105377609	12	15	1	1
LINC01060	0	3	0	2
LOC101930028	1	3	0	0
LINC02508	0	0	0	0
LOC105377611	3	0	0	0
LOC105377612	0	1	1	0
LOC105377613	0	0	2	0
LOC124900838	2	1	0	0
LOC105377614	0	0	0	0
LOC105377615	0	0	0	0
LINC01262	1	4	0	0
LOC105377616	320	165	1	3
FRG1-DT	55	58	12	25
LOC124900882	12	36	0	0
LOC105377619	8	10	0	0
LINC01596	4	5	0	0
FRG1	576	540	574	817
FRG2	0	0	0	0
DBET	20	13	1	3
LOC107986338	1	1	0	0
DUX4	0	0	0	0
LOC124900509	1	0	0	0
ANKRD20A12P	7	5	3	0
LOC124900928	0	0	1	0
LOC105374602	0	1	0	1
PLEKHG4B	3054	2192	1525	2013
LRRC14B	1054	347	3	1
LOC124900929	22	14	0	0
CCDC127	990	985	606	738
SDHA	11540	6660	3444	3590
PDCD6-DT	20	29	3	2
PDCD6-AHRR	0	0	0	0
PDCD6	728	740	972	1224
AHRR	0	1	0	0
EXOC3-AS1	94	63	34	53
EXOC3	1370	1180	846	1204
LOC124900930	8	12	11	15
SLC9A3	224	170	76	99
SLC9A3-OT1	0	0	0	0
SLC9A3-AS1	420	257	76	59
LOC107986395	0	0	0	0
MIR4456	0	0	0	0
LOC105374606	0	0	0	0
LOC105374607	0	0	0	0
LOC105374608	0	0	1	0
CEP72-DT	2	1	5	1
CEP72	423	658	826	871
TPPP	521	386	106	71
LOC101929898	58	60	22	12
ZDHHC11B	260	267	71	51
ZDHHC11	417	410	281	301
BRD9	1437	1616	1516	1909
TRIP13	791	765	1649	2048
LOC124900931	2	2	0	0
LINC02982	690	399	3	9
LOC124900932	2	7	1	5
NKD2	198	199	349	363
SLC12A7	3296	2125	1305	1299
MIR4635	4	8	1	0
LOC107986396	2	1	0	2
LOC124900189	0	1	0	0
TERLR1	0	0	0	0
SLC6A19	4	2	5	3
SLC6A18	0	1	5	4
TERT	2	48	1196	1021
MIR4457	0	0	0	0
CLPTM1L	1887	1581	3624	4587
LINC01511	0	0	0	0
SLC6A3	2	13	14	14
LPCAT1	854	1259	8279	11595
LOC124901162	34	85	85	115
MIR6075	1	2	8	6
LOC124901161	0	0	2	0
LOC107986397	1	9	0	0
SDHAP3	510	598	141	144
PDCD6P1	159	177	129	182
LOC105374614	0	2	32	40
MIR4277	0	0	0	0
LOC101929003	10	2	9	17
MRPL36	469	379	681	868
NDUFS6	2141	1223	1894	2036
LINC02116	0	2	0	0
LOC124901163	2	1	0	1
LOC124901164	8	14	1	0
IRX4	1678	1005	66	39
IRX4-AS1	252	122	0	2
CTD-2194D22.4	14	10	0	0
LOC124901165	85	86	6	8
LOC105374618	199	136	5	5
LOC124901166	0	0	0	0
LOC100506858	0	0	0	0
LOC124901167	0	0	0	0
LSINCT5	1	4	0	1
IRX2	620	429	871	1567
IRX2-DT	51	41	61	143
LOC105374620	0	0	0	0
LOC107983966	0	0	0	0
LOC107984098	0	0	0	0
LOC105374621	0	0	0	0
LINC01377	0	0	0	0
LINC01019	0	0	0	0
LINC02162	0	0	0	0
LINC01017	0	0	0	0
IRX1	133	167	47	68
LOC107986399	27	142	14	8
LOC105374625	1	4	3	2
LOC105374626	0	0	0	0
LINC02063	0	0	1	0
LOC124901168	0	1	6	1
LOC124901169	0	0	14	6
LOC107986400	1	1	0	0
LINC02114	0	0	0	0
LOC105374629	0	0	0	0
LOC105374630	0	0	0	0
LINC01020	0	1	0	0
LINC02121	0	0	5	15
ADAMTS16-DT	3	6	303	485
ADAMTS16	19	87	1763	2209
LOC101929200	99	151	111	101
ICE1	4238	4157	8193	7742
LOC105374634	0	0	0	0
LOC105374636	0	1	0	0
LINC02145	8	21	0	1
MED10	323	303	282	242
LOC124900933	1	0	0	0
UBE2QL1	145	122	66	31
LOC105374639	92	153	24	13
LINC01018	44	157	25	24
NSUN2	1598	1709	4193	5922
SRD5A1	408	435	1037	1194
LOC124900934	3	2	1	0
LINC02102	10	26	1	0
TENT4A	2205	3118	2714	1806
LOC107986401	22	33	12	15
LOC102724943	2	5	3	1
LINC02236	0	0	0	0
MIR4278	0	0	0	0
LOC105374641	0	1	0	0
LOC105374642	1	2	0	0
LINC02196	0	0	1	0
LOC124900935	0	0	6	3
LOC105374643	0	0	38	29
LOC442132	0	0	0	2
LOC105379638	0	0	0	0
LINC02123	0	0	1	1
LOC105374645	0	0	4	2
LINC02142	0	0	0	0
LOC107986403	0	2	70	74
ADCY2	28	139	2126	1919
LOC105374646	10	83	263	142
CFAP90	6	13	15	14
MTRR	843	922	916	1288
FASTKD3	215	285	347	504
LOC124900936	29	51	21	8
LOC124900937	0	0	0	0
LOC102723339	0	0	0	1
LINC02226	6	1	2	2
MIR4458HG	274	192	153	170
MIR4458	0	0	0	0
LOC105374647	0	1	2	0
LOC101929307	7	14	2	1
LINC02199	0	0	0	0
SEMA5A	19646	16157	1138	820
MIR4636	18	5	1	1
LOC124901170	230	300	12	8
SEMA5A-AS1	233	418	5	0
SNHG18	754	482	456	315
SNORD123	10	11	2	2
LOC101929359	0	1	1	1
TAS2R1	2	1	0	0
LOC124900938	0	0	0	0
LINC02112	0	0	0	0
LOC105374649	0	0	0	0
LINC02221	1	5	0	1
LOC107986405	1	1	2	2
LOC124900939	4	0	5	0
ATPSCKMT	434	586	263	401
CCT5	6191	5336	21597	26328
CMBL	472	470	420	344
LOC105374651	8	6	18	21
MARCHF6-DT	78	65	86	121
MARCHF6	8799	9138	3347	3578
MIR10397	0	0	0	0
ROPN1L-AS1	11	7	4	1
ROPN1L	4	13	1	6
LOC124900940	4	5	0	0
MIR6131	0	0	0	0
LINC02212	0	0	0	2
LINC02213	0	0	0	0
ANKRD33B	837	770	901	1026
DAP	1948	1689	705	667
DAP-DT	22	25	4	11
CTD-2154B17.1	0	0	0	0
LOC105374654	2	0	0	0
CTNND2	883	618	423	255
LOC105374656	0	0	0	1
LOC105374655	0	0	5	4
LINC01194	0	0	31	23
LOC124900941	0	0	14	6
LOC105374657	0	0	1	1
LINC02220	0	0	2	0
LOC105374659	0	0	1	0
LOC105374660	0	0	0	0
LOC124900942	0	1	0	0
DNAH5	9	171	32	23
TRIO	13968	16865	5824	5000
LOC124900943	205	298	58	45
SNORD170	23	28	3	2
OTULINL	116	220	420	494
SNORD141B	37	18	55	56
OTULIN-DT	18	34	8	13
OTULIN	1849	2053	1415	1885
ANKH	2893	2382	308	289
LOC100130744	3	1	0	1
LOC124900944	387	457	33	37
MIR4637	2	13	0	0
LOC105374661	1	2	1	1
LOC107986376	0	0	0	0
LOC124900197	0	0	0	0
LINC02149	0	1	0	0
LOC124900945	1	0	0	0
FBXL7	7496	6689	560	638
CTD-2350J17.1	38	60	1	0
LOC124900946	7094	11038	113	54
LOC107986343	617	946	12	5
MIR887	7	7	0	1
LOC107986406	140	250	0	3
MARCHF11	488	173	70	42
MARCHF11-AS1	461	259	3	0
LOC105379640	19	8	2	4
MARCHF11-DT	59	31	8	2
LINC02150	20	1	40	48
ZNF622	957	626	1035	1582
RETREG1	1740	935	78	65
RETREG1-AS1	33	17	3	1
MYO10	1156	1479	9088	9325
LOC124900947	2	3	0	0
BASP1-AS1	1	21	6	2
MIR10522	0	0	0	0
LOC105374664	0	1	2	0
BASP1	318	893	2537	3325
LINC02111	0	2	0	0
LINC02217	0	1	0	1
LINC02218	0	0	0	0
H3Y2	0	0	0	1
TAF11L2	0	0	0	0
TAF11L3	0	0	0	0
TAF11L4	0	0	0	0
TAF11L5	0	0	0	0
TAF11L6	0	0	0	0
TAF11L7	0	0	0	0
TAF11L8	0	0	0	0
TAF11L9	0	0	0	0
TAF11L10	0	0	0	0
TAF11L11	0	0	0	0
TAF11L12	0	0	1	0
TAF11L13	0	0	0	0
TAF11L14	0	0	0	0
H3Y1	0	1	0	3
LOC105374666	0	0	0	0
LINC02223	0	2	0	0
LOC124900199	0	0	0	0
LINC02100	4	4	4	5
LOC124901212	0	0	0	0
LOC105374669	0	0	0	0
CDH18	26	38	0	4
LOC105374672	0	0	0	0
LOC124900948	0	0	0	0
CDH18-AS1	0	1	1	0
LINC02241	0	3	1	0
LINC02146	0	0	0	0
LOC105374673	0	0	0	0
LOC105374678	2	0	0	0
LOC102723561	1	0	1	0
LOC124900950	5	4	2	5
LOC124900951	0	0	0	0
GUSBP1	429	502	263	282
LOC124900949	160	295	37	16
LOC105374685	3	4	4	5
CDH12	101	80	2	2
LOC105374683	0	1	0	0
SNORA105A	2	1	5	3
LOC107986345	4	5	0	0
PMCHL1	0	0	0	0
LOC105374682	0	0	0	0
LOC105374681	2	2	0	0
LOC101929617	0	2	0	0
LOC105374686	0	0	0	0
LOC105374687	0	0	0	0
LOC105374688	0	0	0	0
LOC124901171	0	0	0	0
PRDM9	0	2	4	4
LOC124901158	0	0	0	0
LOC107986377	0	0	0	1
LOC124901172	1	0	5	0
LINC02899	40	9	19	32
LOC124901173	20	6	9	0
LOC105374689	11	1	10	9
CDH10	145	128	4	1
LOC124901174	0	0	1	1
LINC02239	0	0	0	0
LINC02228	3	1	6	3
LINC02211	1	0	4	1
LOC124901175	0	0	0	1
LOC124901176	0	0	0	0
TRK-CTT9-1	0	0	0	0
LOC124901159	0	0	0	0
CDH9	0	1	0	4
LOC105374695	0	0	0	0
PURPL	3	1	896	606
LOC124901177	0	0	0	0
LOC105374696	0	0	0	0
LINC02103	0	0	0	0
LOC105374701	0	0	0	0
LOC107986409	0	0	0	0
LOC124901178	1	4	0	0
LSP1P3	0	0	0	0
LOC101929645	1	0	0	0
LOC105374699	0	0	0	0
LINC02109	0	0	0	0
LINC02064	0	0	0	0
LOC105374702	0	0	0	0
LOC105374703	0	0	0	0
LOC105374704	0	0	0	0
LOC105374705	0	0	0	0
LOC105374706	0	0	0	0
LOC105374707	0	0	0	0
LOC124901160	0	0	0	0
LOC124901179	1	0	0	0
LOC124900952	0	0	0	0
CDH6	460	886	77	48
LOC105374709	11	47	0	0
DROSHA	2363	2455	3505	3562
