	sample1	sample2	sample3	sample4
ELOVL7	364	136	159	261
ERCC8	666	1100	1029	765
ERCC8-AS1	15	17	26	9
NDUFAF2	626	411	334	748
SMIM15	1082	1304	1213	1159
SMIM15-AS1	3	6	1	3
LINC02057	0	0	0	0
LOC105378993	0	0	0	0
LOC105378994	0	0	2	0
ZSWIM6	908	1230	1252	645
C5orf64	0	0	1	1
LOC101928651	0	0	1	0
C5orf64-AS1	0	0	0	0
LOC124900983	0	0	0	0
LOC105378995	0	0	0	0
LOC105378998	0	0	1	1
LOC124900610	0	1	0	1
KIF2A	4667	4639	4137	4608
DIMT1	910	735	537	1234
IPO11	2079	1816	1785	2339
IPO11-LRRC70	0	3	1	0
LRRC70	14	32	36	6
LOC107986416	0	1	0	2
LOC105378999	0	0	0	0
HTR1A	59	3	0	106
RNF180	258	762	801	268
RGS7BP	108	45	26	135
LOC124900984	0	4	1	0
SHISAL2B	165	185	139	222
SREK1IP1	871	1008	1069	970
LOC124900985	99	117	137	70
CWC27	2064	1873	1526	1900
LOC107986419	0	0	1	0
ADAMTS6	154	438	426	126
LOC124900986	65	220	236	54
CENPK	622	910	888	664
PPWD1	1320	2145	1854	1720
TRIM23	647	1368	1158	786
TRAPPC13	580	840	631	733
SHLD3	42	94	92	65
SGTB	886	926	855	1000
NLN	9196	5024	4373	10142
ERBIN	2638	5139	4667	2923
LOC100303749	6	10	20	7
LOC124900212	2	1	13	2
LOC124900987	28	52	65	14
SREK1	1887	3811	3712	2036
LOC401191	4	4	8	1
LINC02065	1	0	0	0
LOC124901219	0	0	0	0
LOC124901205	0	0	0	0
LOC105379004	0	0	0	0
LOC124900988	0	0	2	0
LOC105379003	1	0	0	0
LOC105379002	0	0	1	0
LINC02229	0	0	0	0
MAST4	633	878	743	452
MAST4-AS1	10	24	14	23
CD180	0	1	0	0
LOC124900989	0	0	0	0
LOC101928819	0	0	0	1
LINC02242	4	11	16	6
LINC02997	17	42	112	12
LOC105379007	0	0	0	0
LOC107986420	0	0	0	0
LOC124900990	0	0	0	0
LINC02219	2	0	0	1
PIK3R1	3767	3612	2803	3206
LOC105379013	1	0	0	3
LOC105379012	0	0	0	1
LOC105379011	0	1	0	1
LOC105379010	0	0	0	0
LOC124900991	0	0	0	0
LOC124900198	0	0	0	0
LOC105379015	0	0	0	0
LOC107984116	0	0	0	0
LINC02198	1	6	8	0
SLC30A5	1796	2803	2388	2010
SNORA50D	0	0	0	0
CCNB1	7937	7901	5081	12153
LOC124901203	35	30	25	32
LOC112267932	13	62	32	12
CENPH	2368	3273	2597	2462
MRPS36	523	733	557	761
CDK7	2043	1188	785	1985
CCDC125	210	680	648	252
AK6	661	416	361	761
TAF9	1435	1481	1091	1754
RAD17	1476	2400	1957	1650
MARVELD2	1826	1656	1385	1908
LOC101928924	0	0	1	0
OCLN	2003	1774	1495	2228
SNORD13B-1	0	0	0	0
GTF2H2C	320	386	321	445
GUSBP3	11	8	10	6
LOC124900997	0	0	0	0
LOC105379623	1	0	0	0
LOC124900996	2	3	11	0
SERF1B	26	38	49	30
LOC107986372	0	0	0	0
SMN2	214	185	165	279
GUSBP14	104	197	211	70
LOC124900998	0	0	0	0
LOC105379021	0	1	1	0
GTF2H2B	210	225	226	256
GUSBP15	152	337	357	146
LOC441081	5	7	16	3
LOC124900992	1	0	1	0
LOC124900995	7	5	18	2
LOC105379020	0	0	0	0
LOC107986355	0	0	0	0
GUSBP16	133	223	171	117
LOC101929599	5	7	11	3
SERF1A	1	1	0	0
LOC107986373	0	0	0	0
SMN1	345	289	245	365
NAIP	39	142	121	27
LOC112267942	0	0	2	0
GTF2H2	294	275	215	380
OCLNP1	2	9	4	5
SNORD13B-2	0	0	0	0
LOC124900994	1	1	1	1
GUSBP17	23	47	37	20
LOC124900993	35	31	47	9
LOC105379016	3	2	0	0
LINC02197	0	0	0	0
LOC105379025	0	0	0	0
PMCHL2	0	0	1	0
LOC107987420	0	0	0	0
BDP1	5046	4985	4976	4206
LOC124900999	3	4	8	2
MCCC2	3505	1778	1439	3876
CARTPT	0	0	0	0
LOC105379027	1	0	0	1
LOC107986382	0	0	0	0
LOC124901000	0	0	0	0
LOC105379028	136	487	551	119
MAP1B	8931	12902	17347	8896
MIR4803	1	1	7	1
MRPS27	5109	5723	4134	5723
LOC107986422	95	77	137	45
PTCD2	608	939	768	632
ZNF366	0	2	4	0
LOC102503427	1	2	2	1
LINC02056	0	0	0	0
TNPO1-DT	1	11	3	2
TNPO1	15852	15401	13502	16098
MIR4804	0	0	3	1
FCHO2	529	888	823	436
LOC124901001	28	17	15	23
TMEM171	18	0	4	33
LOC105379030	1	0	0	0
TMEM174	0	0	0	0
LOC340090	3	1	0	1
LOC124901002	0	0	0	0
LOC105379031	0	0	0	0
LINC02230	0	1	0	0
LOC107986383	6	3	9	2
FOXD1	73	5	4	17
LINC01386	0	0	0	0
BTF3	14685	17986	13747	15337
ANKRA2	504	796	590	451
UTP15	1330	1103	1064	1959
ARHGEF28	48	79	44	55
LOC107986423	0	0	0	1
LOC105379034	0	0	3	2
LOC124901003	0	0	0	0
LINC02122	0	1	2	0
LOC105379035	0	0	0	0
LOC124901004	0	1	1	0
LINC01335	1	2	4	0
LINC01333	0	4	6	0
LINC01331	0	7	22	0
LOC124901005	1	4	10	1
ENC1	663	10842	8125	646
HEXB	2442	2166	1664	2328
GFM2	1787	2637	2077	2180
NSA2	2530	3842	2739	2996
FAM169A	3140	1542	1282	2880
FAM169A-AS1	7	7	6	7
LOC124900209	3	0	0	4
LOC105379039	2	0	0	0
LOC105379040	1	0	0	0
GCNT4	151	21	19	421
ANKRD31	13	55	40	24
LOC124901006	1	7	2	0
LOC124901007	2	6	3	2
HMGCR	12632	9017	6334	12389
CERT1	1978	1847	1722	1828
POLK	574	1029	1022	483
ANKDD1B	8	52	68	3
POC5	288	578	417	382
LOC441087	26	19	9	20
SV2C	15	20	18	11
SV2C-AS1	0	0	0	0
LOC105379042	0	1	0	3
IQGAP2	4151	1114	750	3932
LOC101929109	4	2	2	6
F2RL2	21	579	670	15
NCRUPAR	0	0	0	1
F2R	1496	1455	1174	1578
LOC124901199	0	0	0	0
F2RL1	3521	538	306	3771
S100Z	18	45	45	38
CRHBP	17	204	291	5
AGGF1	1472	2071	1540	1782
ZBED3	77	140	115	89
SNORA47	26	36	41	18
PDE8B	91	136	188	65
ZBED3-AS1	102	116	116	92
LOC124901008	9	6	9	3
WDR41	1615	2722	2247	1621
LOC124901009	4	11	25	7
OTP	3	3	3	1
TBCA	4341	2890	2146	4769
LOC101929154	0	0	0	0
AP3B1	4250	4385	3476	3880
LOC124901010	0	0	0	0
SCAMP1-AS1	69	160	119	116
SCAMP1	2334	2714	2436	2110
LHFPL2	2005	23777	19168	2587
LOC124900191	4	19	30	6
ARSB	854	3000	2145	975
DMGDH	4	9	17	1
BHMT2	2	3	2	2
BHMT	23	28	35	39
LOC124901012	0	0	0	0
LOC124901011	13	8	8	11
LOC124900205	0	1	0	0
JMY	1568	1723	1774	1463
LOC102724530	8	13	16	11
LOC101929201	25	15	34	18
HOMER1	2353	2373	2286	2433
LOC107986426	36	38	83	8
LOC124901013	0	1	0	0
LOC105379047	0	1	0	0
LOC124901014	11	6	5	8
TENT2	1368	2119	1808	1481
CMYA5	49	723	653	52
LOC102724557	0	0	0	0
LOC105379048	1	2	3	0
LINC01455	0	0	0	1
MTX3	2694	2927	2683	2261
THBS4	529	747	607	445
THBS4-AS1	21	12	9	9
SERINC5	12116	13513	8982	8577
LOC124901201	6	4	6	2
LOC644936	46	39	20	48
LOC124900204	0	0	0	0
LOC124901015	0	0	0	0
SPZ1	1	0	0	0
CRSP8P	9	4	4	14
ZFYVE16	2062	5193	4610	1978
FAM151B-DT	39	46	23	30
FAM151B	32	30	31	31
ANKRD34B	202	14	6	150
LINC01337	0	4	5	4
DHFR	3044	4470	3282	4348
MSH3	1597	1604	1321	1447
LOC107986428	110	99	78	62
RASGRF2-AS1	2	1	1	15
RASGRF2	1196	99	98	2070
LOC124901017	32	37	32	30
CKMT2	76	81	90	80
CKMT2-AS1	212	336	306	235
ZCCHC9	576	757	596	672
ACOT12	14	22	28	9
SSBP2	529	4533	4435	395
LOC107986384	0	0	0	0
LOC107986385	0	0	0	0
LOC124901018	3	5	7	2
ATG10	320	637	492	358
RPS23	27361	44953	35294	29313
ATP6AP1L	130	360	357	78
LOC124901019	0	0	1	0
LOC105379050	6	10	17	3
LOC124901020	3	2	10	0
MIR3977	0	0	0	0
LINC01338	1	4	16	1
LOC107986430	6	9	10	3
LOC105379051	3	7	9	0
LOC105379052	1	7	11	1
TMEM167A	6181	10517	9006	7643
SCARNA18	11	13	24	11
XRCC4	341	931	754	345
LOC105379053	0	3	4	0
VCAN	56779	137148	111235	53017
VCAN-AS1	46	80	188	21
LOC124901021	15	51	91	15
HAPLN1	44	64663	33420	39
LOC107986386	0	3	1	0
EDIL3	1391	1598	709	1444
EDIL3-DT	18	8	9	21
LOC105379059	1	0	1	0
LOC101929321	1	2	1	0
LOC105379061	3	3	9	8
LOC105379062	3	0	0	1
LOC105379063	0	0	0	0
NBPF22P	0	0	0	0
LOC105379064	0	0	0	0
COX7C	9552	8201	6226	10612
SNORD138	11	6	8	11
LINC02059	0	1	0	0
LOC645261	0	0	0	0
LOC105379065	0	0	0	0
MIR4280	0	0	0	0
LOC101929380	0	0	0	0
LINC01949	0	1	1	1
RASA1	2229	2969	2648	2198
LOC124901022	46	79	156	19
CCNH	1097	1325	1251	1269
LOC644285	42	63	166	12
LOC105379066	0	0	2	0
LINC02144	4	9	5	1
LINC02488	1	0	1	0
LOC124901023	5	21	36	7
LOC105379070	0	0	0	0
TMEM161B	821	924	1168	678
TMEM161B-DT	194	180	202	171
LOC124900200	0	0	2	0
LINC02060	2	1	7	2
LINC00461	0	1	5	3
MIR9-2	0	0	0	0
MEF2C-AS2	0	3	3	0
LOC124901024	0	1	0	0
MEF2C	25	2922	3438	10
MEF2C-AS1	12	77	98	7
LOC105379074	0	0	0	0
LOC105379073	0	0	0	0
LOC107986387	0	0	0	0
LINC02161	0	0	0	0
LOC124901184	0	7	2	1
LOC102724637	2	8	11	2
MIR3660	0	0	0	0
LINC01339	2	9	13	2
CETN3	848	1864	1369	873
LOC731157	18	68	62	22
MBLAC2	187	181	172	159
POLR3G	3817	132	130	4302
LYSMD3	691	755	704	644
ADGRV1	6364	4364	4682	4791
LOC105379077	4	1	4	5
LOC107986432	7	9	11	6
LOC107986433	0	1	0	0
LUCAT1	2	15	7	2
ARRDC3	1155	6348	3736	406
ARRDC3-AS1	44	199	147	45
LOC107986434	2	15	39	1
LOC105379078	3	9	13	5
LOC105379080	40	92	76	27
LOC105379082	0	47	28	0
LINC02058	0	0	0	1
LOC107986388	0	0	0	0
LOC124901025	1	1	1	0
LOC105379083	1	0	0	2
NR2F1-AS1	19	65	64	19
LOC124901026	0	1	2	0
NR2F1	1	14	12	0
LOC124901027	0	0	0	0
FAM172A	1050	2251	1990	1088
MIR2277	0	0	0	0
LOC124901028	4	5	20	0
POU5F2	19	26	90	3
LOC105379087	12	12	6	13
KIAA0825	971	245	221	654
SLF1	1330	1822	1755	1686
MCTP1	191	66	106	153
LOC105379085	4	0	2	0
LOC105379089	0	0	0	0
FAM81B	4	5	6	2
SKIC3	5288	7789	6453	5433
ARSK	632	726	556	547
GPR150	8	17	11	8
LOC112267933	0	0	0	0
RFESD	69	122	83	40
SPATA9	12	116	132	4
LOC105379090	0	2	4	0
RHOBTB3	484	46001	33538	386
GLRX	357	830	546	440
LOC124901029	3	10	9	3
LOC102724720	1	4	7	2
LINC01554	0	9	6	0
LOC105379091	3	5	12	2
ELL2	2118	3312	3802	1325
LOC101929710	7	7	10	3
LOC105379096	0	2	3	1
MIR583	0	1	1	0
LOC105379675	51	6	4	53
LOC124901032	1	1	2	1
LOC107986365	0	1	3	0
LOC124901034	0	1	0	0
PCSK1	329	11	17	222
CAST	1334	2935	2206	1280
LOC107986363	22	50	48	13
ERAP1	924	1190	721	880
LOC124901031	7	8	10	4
LOC124901033	5	3	6	2
ERAP2	3	10	12	2
LOC124901030	0	10	8	1
LNPEP	614	5365	4330	541
LIX1-AS1	10	270	267	13
LIX1	7	19960	11681	5
RIOK2	1065	1601	1185	1472
LINC01340	0	4	5	0
LINC02234	0	3	1	1
LINC01846	11	3	4	8
RGMB	2713	1343	1216	3047
RGMB-AS1	0	0	0	0
LOC105379099	2	3	3	3
CHD1	5648	7486	7682	5804
CHD1-DT	0	6	5	1
LOC100289230	29	85	97	31
LOC107986436	0	5	5	0
LINC02113	0	2	2	0
LOC105379101	0	1	3	0
GUSBP19	17	48	29	10
LOC105379100	13	15	39	0
FAM174A-DT	8	17	16	5
FAM174A	149	270	197	138
ST8SIA4	59	180	154	32
MIR548P	0	0	0	0
LOC107986437	3	10	4	0
LOC107986438	0	4	6	1
LOC105379102	10	19	31	18
SLCO4C1	480	108	272	508
SLCO6A1	9	34	46	5
LOC124901035	3	5	14	0
LOC124901036	7	24	32	4
LINC00492	0	4	9	0
LINC00491	74	218	149	62
LOC105379104	10	46	71	11
PAM	3433	5206	3845	2458
LOC105379105	0	0	1	0
GIN1	286	428	371	294
PPIP5K2	3404	4024	3765	3760
LOC124901037	0	0	0	0
MACIR	783	688	605	786
LINC02115	0	0	3	0
NUDT12	575	1062	783	540
LOC105379107	0	3	3	0
LOC101930276	0	0	0	0
NIHCOLE	5	3	2	2
LOC105379109	0	0	0	0
RAB9BP1	0	0	0	0
LOC105379110	0	0	0	0
LINC01950	29	1	0	19
EFNA5	547	884	1114	491
LOC124901038	35	68	241	28
LOC124901039	0	0	0	0
FBXL17	332	847	910	302
LOC105379114	0	1	0	0
LOC107986440	1	1	5	4
LINC01023	22	20	24	18
FER	1009	2468	2351	968
LOC124901040	34	60	159	13
LOC285638	13	34	41	10
PJA2	5360	7950	7031	3971
LOC105379117	0	0	0	0
LOC124901041	90	180	128	121
MAN2A1	7617	7745	6698	6404
LINC01848	0	1	1	2
LOC105379119	0	0	0	0
TMEM232	249	204	297	130
MIR548F3	0	0	0	0
LOC124900207	0	0	0	0
SLC25A46	890	1672	1423	1178
LOC105379121	0	1	1	1
TSLP	42	20	17	15
WDR36	4027	3476	3313	4385
CAMK4	268	208	240	245
STARD4	3039	1718	1412	2249
STARD4-AS1	511	819	1158	385
LOC105369177	2	8	10	1
LOC124901042	2	4	8	2
NREP	4807	12039	9599	5715
LOC105379122	0	0	0	0
NREP-AS1	0	0	0	0
EPB41L4A	307	789	711	472
EPB41L4A-AS1	961	1439	1221	956
SNORA13	34	35	38	42
LOC124901044	0	2	9	2
LOC101927023	0	8	6	0
EPB41L4A-DT	13	39	42	16
LOC124901043	7	1	0	2
LINC02200	0	0	0	0
LOC102467216	0	0	0	0
APC	2927	3802	3144	2826
SRP19	1039	1420	1082	1627
REEP5	1710	1849	1552	1963
LOC105379123	2	8	8	5
LOC105379126	0	2	0	1
DCP2	12896	15567	13520	12033
MCC	4759	11417	11745	3949
LOC124901045	9	10	21	7
LOC107986366	0	0	0	0
TSSK1B	9	25	23	16
LOC124901046	3	0	3	0
YTHDC2	2147	2071	1934	2379
LOC107986441	0	0	1	0
LOC105379127	2	1	0	2
LOC124901047	0	1	4	0
KCNN2	428	528	642	532
LOC101927078	12	18	38	7
LINC01957	0	0	1	0
TRIM36	1383	555	452	1265
PGGT1B	1122	1460	1501	1149
CCDC112	1009	416	338	1014
LOC105379129	0	0	0	1
LOC105379130	0	1	0	0
FEM1C	1074	872	857	814
TMED7-TICAM2	0	0	0	0
TICAM2	0	1	0	0
TICAM2-AS1	8	13	24	10
TMED7	1540	1868	2098	1250
LOC102467217	0	0	0	0
LOC124901048	0	0	0	0
CDO1	424	798	585	530
LOC124901049	7	5	5	3
ATG12	1313	1506	1343	1187
AP3S1	1465	1731	1501	1362
LINCADL	0	0	0	0
LVRN	8	9	3	0
ARL14EPL	1	0	0	0
COMMD10	912	965	872	876
MIR12130	0	0	1	0
LOC101927190	3	15	47	5
SEMA6A	26016	4963	4033	25282
SEMA6A-AS1	191	54	75	167
SEMA6A-AS2	26	14	14	15
LINC02214	0	0	0	0
LOC105379133	38	3	1	57
LOC105379136	0	0	0	0
LOC105379135	0	0	0	0
LOC105379134	0	0	1	0
LOC105379137	2	0	0	3
LOC107986375	0	0	0	0
LOC105379138	0	0	0	0
LOC105379139	0	0	0	0
LINC00992	7	13	11	2
LOC124900192	94	79	64	134
LOC124901050	0	0	1	0
LINC02147	0	0	0	0
LOC124901051	0	0	0	0
LINC02148	1	0	0	0
LINC02208	0	0	1	0
LINC02216	0	0	0	0
LINC02215	0	0	0	0
LOC124901052	1	0	1	1
DTWD2	700	305	294	1047
MIR1244-2	49	21	19	20
DMXL1-DT	5	16	8	0
LOC124901209	3	2	1	1
DMXL1	4768	4539	3998	4404
MIR5706	0	2	4	2
TNFAIP8	1374	715	761	939
LOC102723444	32	36	83	10
HSD17B4	12462	8465	6213	11969
LOC107986444	2	5	1	2
LOC124901198	0	0	0	0
FAM170A	0	3	1	0
LOC105379144	0	0	0	0
LOC124901053	0	0	0	0
LOC124901054	2	2	1	2
PRR16	88	59	38	75
LOC105379147	0	0	0	0
LOC102467226	0	0	0	0
LOC105379150	0	0	0	0
LOC105379149	0	0	0	0
FTMT	0	0	0	0
LOC105379148	1	0	0	0
SRFBP1	1284	1127	1105	1523
LOX	68	42	76	18
ZNF474-AS1	1	0	2	2
ZNF474	2	3	3	3
LOC100505841	0	0	0	1
SNCAIP	237	338	282	280
MGC32805	61	1	4	47
LOC107986446	17	3	6	13
LOC105379151	0	0	1	0
LOC101927357	0	0	0	0
LINC02201	0	0	0	0
SNX2	3457	4008	2936	3329
LOC105379154	24	57	55	9
SNX24	385	1632	1295	432
LOC124901213	0	6	5	0
PPIC	223	404	230	261
PPIC-AS1	25	34	20	11
PRDM6-AS1	0	118	45	4
PRDM6	3	284	107	6
CEP120	1176	2167	1956	1319
CSNK1G3	2083	2469	2090	2034
LINC01170	4	39	11	7
LOC101927397	0	13	9	0
LOC107986448	2	11	8	1
LOC105379155	0	1	3	0
ZNF608	4367	16534	14567	3293
LOC105379156	0	0	0	0
LOC105379157	0	0	0	0
LOC107986391	1	1	4	2
LOC124901055	4	18	12	3
LOC105379158	0	1	1	0
LOC101927421	0	0	0	1
LOC124901056	2	0	1	0
LINC02240	0	2	0	0
LINC02039	0	0	0	0
LOC101927488	0	0	0	0
GRAMD2B	455	269	256	364
LOC101927514	0	0	1	0
ALDH7A1	3495	3114	2463	2712
PHAX	2091	2123	1685	2441
TEX43	6	2	1	1
LOC105379162	33	2	1	20
LMNB1-DT	15	18	18	14
LMNB1	9855	10474	7819	11362
MARCHF3	315	84	92	303
LOC105379163	41	25	19	26
C5orf63	77	215	209	81
LOC105379198	1	4	1	2
MEGF10	750	166	126	816
LOC124901057	6	3	2	4
LOC105379199	8	7	3	11
PRRC1	2473	3328	2980	2476
LOC124901058	18	21	41	11
CTXN3	0	1	0	0
LOC105379164	0	0	0	0
CCDC192	14	41	52	20
LOC124901059	1	1	1	1
SLC12A2-DT	149	279	273	158
SLC12A2	1578	1963	1389	1766
FBN2	2784	35041	25426	1745
LOC105379167	1	0	0	0
LOC105379168	0	3	6	0
SLC27A6	160	285	184	189
LOC102723638	0	3	2	1
LOC124901060	10	52	31	15
ISOC1	878	1289	1133	858
MIR4633	2	5	2	0
LOC102723654	0	1	2	0
LOC105379169	2	1	2	0
MIR4460	0	0	0	0
ADAMTS19-AS1	140	84	103	153
ADAMTS19	2597	2190	2694	2328
MINAR2	1	0	4	0
LOC112267944	1	0	2	4
CHSY3	182	147	140	233
LOC105379171	0	1	0	0
LOC107986449	2	1	1	1
LOC105379172	0	0	0	0
HINT1	5624	6735	4851	6577
LYRM7	836	1216	1196	725
LOC124901061	2	4	4	1
CDC42SE2	1300	2238	1963	1562
LOC105379173	154	174	200	72
RAPGEF6	2846	2420	2244	2218
FNIP1	2238	1939	1752	1523
MEIKIN	0	0	0	1
ACSL6	102	4	3	83
ACSL6-AS1	1	1	1	0
LOC124901062	0	0	0	0
LOC105379174	1	1	0	0
IL3	0	0	0	0
CSF2	0	0	0	1
P4HA2-AS1	2	1	2	0
P4HA2	1282	1438	1188	566
MIR6830	0	0	0	0
PDLIM4	252	566	382	285
LOC124901063	0	2	1	0
SLC22A4	17	26	16	15
MIR3936HG	16	30	33	13
MIR3936	6	6	11	3
SLC22A5	172	259	235	131
IRF1-AS1	10	18	1	10
LOC124901064	9	14	19	8
IRF1	216	306	164	253
IL5	0	0	2	0
RAD50	2613	3055	2491	2514
TH2LCRR	9	10	13	5
IL13	0	0	2	0
IL4	1	0	0	0
LOC105379176	0	0	1	0
KIF3A	646	992	913	689
CCNI2	26	39	31	46
SEPTIN8	1790	4835	3671	1917
SOWAHA	8	4	4	5
SHROOM1	203	286	230	246
LOC124901190	0	0	0	0
GDF9	16	29	16	13
UQCRQ	1512	1512	1086	2282
LEAP2	29	27	49	36
AFF4	5708	8077	7785	4553
LOC124901065	3	14	11	3
ZCCHC10	644	817	664	793
HSPA4	26833	13834	11507	32358
LOC105379178	0	6	2	0
FSTL4	138	98	77	143
CTB-49A3.2	5	4	6	14
LOC124901067	0	2	1	0
LOC124901068	1	0	1	0
CTB-3M24.3	2	1	1	1
MIR1289-2	0	0	0	0
LOC124901066	14	12	9	21
LOC124901210	0	0	0	0
WSPAR	0	0	0	0
LOC105379182	2	2	1	0
C5orf15	1348	2370	1772	1380
LOC105379183	4	12	12	7
VDAC1	12623	8032	6431	14425
LOC124901069	0	0	1	0
TCF7	441	670	569	492
SKP1	7508	8586	6269	8021
PPP2CA	4952	6922	5734	6127
MIR3661	0	1	1	0
CDKL3	187	265	264	122
UBE2B	290	456	457	286
CDKN2AIPNL	1348	1564	1064	1693
LINC02999	20	0	0	14
LINC01843	11	10	9	8
LOC124901070	11	12	7	17
JADE2	1198	507	344	2142
LOC124901191	0	2	0	3
SAR1B	688	1438	1331	1036
SEC24A	2362	2140	2080	1937
LOC124901192	1	0	0	0
CAMLG	2156	2075	1494	1757
DDX46	6400	4742	3987	6330
C5orf24	597	1679	1552	609
TXNDC15	782	1638	1123	1090
LOC124901071	12	23	29	9
PCBD2	216	189	129	315
CATSPER3	24	27	16	17
PITX1	2	137	59	2
PITX1-AS1	50	109	145	56
EPIST	3	2	1	1
LOC124901072	0	0	2	2
LINC02900	0	4	0	0
MACROH2A1	3428	6310	4340	4072
DCANP1	0	0	0	0
TIFAB	1	0	1	0
LOC124901073	0	0	0	0
NEUROG1	0	1	0	1
CXCL14	97	306	344	114
SLC25A48	36	87	75	52
SLC25A48-AS1	0	6	4	1
MIR5692C1	0	0	1	0
LOC107986453	1	0	0	0
LOC124901074	0	0	0	0
IL9	0	0	0	0
FBXL21P	21	4	2	22
LECT2	0	1	0	0
LOC105379189	0	1	0	0
TGFBI	361	3196	1218	271
VTRNA2-1	22	42	61	22
SMAD5-AS1	12	22	26	7
SMAD5	4450	8400	7718	4461
SMIM32	8	82	82	17
TRPC7	7	14	15	4
TRPC7-AS1	0	0	7	0
TRPC7-AS2	0	0	0	0
LOC124901075	0	0	0	0
LOC124901076	0	0	1	0
CTB-1I21.1	4	13	9	4
SPOCK1	332	186	184	319
LOC105379192	0	0	1	0
KLHL3	1059	1203	903	778
MIR874	0	2	1	0
HNRNPA0	5838	9593	7965	6963
NPY6R	2	3	4	1
PKD2L2-DT	7	34	39	14
LOC107986368	0	0	4	0
MYOT	1	12	8	3
PKD2L2	17	17	21	5
FAM13B	607	1060	998	589
FAM13B-AS1	8	26	14	20
LOC124901077	5	11	15	8
WNT8A	9	33	24	20
NME5	8	109	67	13
LOC124901208	0	0	0	0
BRD8	2178	4540	3125	2638
KIF20A	4181	6834	4776	5280
CDC23	2428	3600	2980	2690
GFRA3	18	116	151	11
CDC25C	751	1666	1114	1246
LOC100128966	49	73	80	58
FAM53C	2686	3098	2256	3690
KDM3B	6926	10655	8492	7221
REEP2	1070	727	521	1025
EGR1	602	792	165	280
LOC124901078	6	14	5	4
ETF1	8576	6304	5240	11682
HSPA9	21492	11738	9727	27003
SNORD63B	17	10	15	31
SNORD63	19	8	15	20
LOC105379193	0	0	1	3
LOC124901196	0	0	0	0
CTNNA1-AS1	13	33	21	16
CTNNA1	16445	13633	10165	16937
LRRTM2	59	59	83	12
SIL1	202	526	378	196
LOC124901079	46	77	102	9
LOC124901080	3	5	5	2
LOC124901081	23	13	14	33
MATR3	27182	25513	21454	27949
SNHG4	2197	205	354	2687
SNORA74D	338	75	154	284
SNORA74A	137	36	175	116
PAIP2	3737	3409	2830	4247
SLC23A1	59	82	96	38
MZB1	12	21	14	13
PROB1	107	166	149	118
SPATA24	183	396	326	218
DNAJC18	831	1185	908	815
LOC124901082	4	7	3	2
ECSCR	125	107	98	164
SMIM33	1	1	1	1
STING1	12	25	18	7
LOC124901083	121	44	45	81
UBE2D2	3757	3639	2928	4756
CXXC5	3702	4286	2738	3785
CXXC5-AS1	30	44	26	15
LOC124901084	3	1	2	3
LOC124901085	7	11	9	6
PSD2-AS1	15	11	12	4
PSD2	60	221	250	15
NRG2	14	997	560	8
LOC124900193	5	12	6	3
MALINC1	1	5	2	0
PURA	230	823	648	196
IGIP	9	40	50	12
LOC124901086	0	0	1	0
LOC101929719	0	5	3	0
CYSTM1	610	544	384	653
PFDN1	1424	2023	1376	1920
HBEGF	131	76	47	144
SLC4A9	15	9	14	6
LOC124901087	5	5	3	6
ANKHD1-EIF4EBP3	2	8	5	4
ANKHD1	92	54	87	62
EIF4EBP3	3	10	8	6
SRA1	1032	1176	927	1233
APBB3	300	709	595	263
MIR6831	0	0	0	0
SLC35A4	1619	1864	1494	1794
LOC112267855	5	3	3	0
LOC124900208	0	0	0	0
TMCO6	525	922	628	637
CD14	0	1	2	0
NDUFA2	267	392	243	332
IK	2406	3492	2479	2722
MIR3655	0	0	0	0
LOC124901088	15	23	25	9
WDR55	813	820	633	924
DND1	80	87	57	82
HARS1	1562	2341	1779	2403
HARS2	1267	1604	1310	1240
ZMAT2	1629	2822	2116	2231
LOC105378198	3	0	1	0
VTRNA1-1	0	0	0	0
VTRNA1-2	0	0	0	0
VTRNA1-3	174	226	200	141
PCDHA1	44	30	16	37
PCDHA2	83	231	214	113
LOC124901089	44	81	99	32
PCDHA3	16	24	21	3
PCDHA4	299	327	304	291
PCDHA5	62	80	139	40
PCDHA6	135	159	163	136
PCDHA7	49	76	71	29
PCDHA8	60	92	113	45
PCDHA9	118	165	184	82
PCDHA10	828	1003	1109	707
PCDHA11	5	1	3	4
LOC112267934	1	1	0	1
PCDHA12	204	133	102	233
PCDHA13	57	40	55	31
PCDHAC1	574	368	291	377
PCDHAC2	517	49	39	508
LOC124901090	0	0	0	0
PCDHB1-AS1	9	4	3	1
PCDHB1	20	3	3	26
PCDHB2	928	1517	1148	1042
PCDHB3	97	179	201	60
PCDHB4	30	41	65	21
PCDHB5	603	1105	753	842
PCDHB6	4	22	26	5
PCDHB17P	8	9	7	11
PCDHB7	15	18	9	8
PCDHB8	110	329	230	102
PCDHB16	154	222	163	140
PCDHB9	61	140	121	57
PCDHB10	89	174	127	69
PCDHB11	25	145	100	23
PCDHB12	121	177	149	135
PCDHB13	92	226	179	109
PCDHB14	87	263	240	91
PCDHB18P	53	54	45	43
PCDHB19P	30	32	45	19
PCDHB15	371	1068	854	393
LOC105378199	0	1	0	1
SLC25A2	2	4	3	1
TAF7	5116	6410	5296	6197
PCDHGA1	31	57	47	47
PCDHGA2	16	27	33	15
PCDHGA3	17	64	39	14
PCDHGB1	110	87	90	85
PCDHGA4	74	84	91	69
PCDHGB2	95	93	84	69
PCDHGA5	51	44	72	20
PCDHGB3	53	58	74	36
