	day7_rep1_wt	day7_rep2_wt	day7_rep1_mut	day7_rep2_mut
LOC124905452	15	9	8	14
FAM86DP	234	257	259	253
LINC02018	60	62	86	84
MIR1324	0	0	0	0
FRG2C	0	0	0	0
LINC00960	0	1	0	0
ZNF717	0	1	3	2
MIR4273	0	0	0	0
ROBO2	264	266	651	627
LOC124900544	2	2	3	2
LOC102724949	0	0	0	0
LOC105377171	0	0	0	0
LINC02077	0	0	0	0
LOC105377173	0	0	0	0
ROBO1	1402	1552	1270	1513
LOC101927374	0	0	0	0
MIR3923	0	0	0	0
LOC105377177	0	1	0	0
LOC105377176	0	0	0	0
LINC02050	0	0	0	1
LOC105377174	0	0	0	0
LINC02027	0	0	0	0
GBE1	283	257	339	323
LOC124906198	0	2	4	4
LOC124909490	8	6	16	15
LOC105377178	0	0	0	0
LOC105377179	0	0	0	0
LOC124906199	0	0	0	0
LINC02008	0	0	0	0
LOC101927439	0	0	0	0
LOC105377181	0	0	0	0
LOC105377183	0	0	0	0
LOC105377186	0	0	0	0
LOC105377187	0	1	0	0
LOC105377188	2	1	0	0
LINC00971	0	0	0	0
LINC02025	0	0	0	0
LOC105377193	0	0	0	0
CADM2	10	14	6	12
LOC124906200	3	5	9	5
SNORA95	0	0	0	0
MIR5688	0	0	0	0
CADM2-AS2	0	0	0	0
LOC124906345	0	0	0	0
LOC102723364	0	0	0	0
LINC02070	0	0	0	0
LOC101927518	0	0	0	0
LOC105377196	0	0	0	0
VGLL3	6	22	3	13
LINC00506	0	0	1	0
MIR4795	0	0	0	0
CHMP2B	153	277	198	210
POU1F1	0	1	0	0
LOC105377198	0	0	0	0
HTR1F	2	2	2	1
CGGBP1	423	522	486	662
LOC128031834	0	0	0	0
ZNF654	162	211	124	147
C3orf38	276	286	233	243
LOC105377202	0	0	0	1
CSNKA2IP	0	0	0	0
EPHA3	4	10	1	3
LOC124906381	0	0	0	0
LOC101930420	0	0	3	0
PROS1	91	107	89	128
ARL13B	141	165	144	243
STX19	1	9	6	4
DHFR2	24	37	30	44
NSUN3	103	108	109	166
LOC105373992	0	0	0	0
LINC00879	0	0	0	0
MTHFD2P1	1	0	0	0
MIR8060	0	0	0	0
LOC124909397	2	10	10	14
EPHA6	15	25	24	33
LOC107986103	4	2	2	17
LOC101929278	0	0	0	0
LOC124906256	0	0	0	0
ARL6	72	68	53	49
LOC101929298	0	0	0	0
CRYBG3	117	181	106	130
LOC105373994	1	0	0	0
RIOX2	82	116	88	114
LOC124909398	0	0	1	0
GABRR3	0	0	0	0
OR5AC2	0	0	0	2
OR5H1	0	0	0	0
OR5H14	0	0	0	0
LOC105373996	0	0	0	0
OR5H15	0	0	0	0
LOC105373998	0	0	0	0
LOC105373997	0	0	1	0
LOC101929320	0	0	0	0
LOC105373999	0	1	3	0
OR5H6	0	0	0	0
OR5H2	0	0	0	0
OR5K4	0	0	0	0
LOC105374000	0	0	0	0
OR5K3	0	0	0	0
OR5K1	0	0	0	0
OR5K2	0	0	0	0
CLDND1	576	498	682	719
GPR15	0	0	0	0
CPOX	109	99	101	102
ST3GAL6-AS1	23	20	16	11
ST3GAL6	296	436	276	337
DCBLD2	1103	1397	1227	1503
LOC105374002	1	2	2	1
LOC105374003	0	0	2	2
LOC124906343	0	0	0	0
LOC124909399	0	0	0	0
LOC107986104	0	0	0	0
LOC105374004	0	0	0	1
LOC105374007	1	0	0	0
LOC105374005	0	2	0	0
LOC124909401	0	0	2	1
COL8A1	31	33	37	34
HP09053	16	20	27	55
CMSS1	202	153	214	232
FILIP1L	211	292	436	631
MIR3921	0	0	0	0
LOC124909400	100	204	222	302
LOC105374009	10	22	16	27
TMEM30CP	0	2	1	1
TBC1D23	338	381	338	412
NIT2	402	356	341	378
TOMM70	874	882	672	831
LNP1	122	82	61	58
TMEM45A	145	121	68	79
ADGRG7	2	4	1	2
TFG	3660	3236	2501	2481
ABI3BP	29	37	20	23
LOC124906260	4	3	0	2
LOC124906356	0	0	0	0
IMPG2	6	5	4	7
SENP7	171	241	233	253
LOC124906362	0	0	0	0
FAM172BP	0	0	0	0
TRMT10C	161	258	173	200
PCNP	804	872	892	1032
ZBTB11	237	316	290	335
ZBTB11-AS1	17	12	11	18
LOC124906262	178	193	179	242
RPL24	1854	820	2180	1669
LOC124909402	20	14	11	19
PDCL3P4	6	11	10	16
CEP97	299	367	286	348
NXPE3	153	161	89	98
NFKBIZ	358	380	275	277
RDUR	0	0	0	2
LOC101929411	0	0	0	0
LOC107986105	0	0	0	0
ZPLD1	0	1	1	3
LOC105374016	1	0	0	0
LOC107986106	0	0	0	0
LOC105374017	0	0	0	0
LOC105374018	0	0	0	0
MIR548AB	0	0	0	0
LOC124909491	0	1	0	0
LOC124909492	1	0	0	1
LOC105374020	1	0	0	0
LOC105374021	0	0	0	0
LOC107986108	0	0	0	0
LOC105374023	0	0	0	0
ALCAM	290	323	139	245
LOC124906263	13	35	17	9
CBLB	449	474	564	715
LOC105374024	0	0	0	0
LOC124909403	0	0	0	0
LOC105374026	0	0	0	0
LOC105374027	1	0	0	0
LOC107986110	0	0	0	0
LOC107986112	0	0	0	0
LOC101929485	0	0	1	1
LOC105374029	0	0	1	0
LOC101929534	0	0	0	4
LOC124906264	0	0	0	0
LOC107986021	1	0	0	1
LINC00882	0	0	0	0
LOC124909404	0	0	0	0
DUBR	11	16	9	15
CCDC54	0	0	0	0
CCDC54-AS1	1	0	0	0
LINC01990	2	1	3	3
BBX	439	498	405	529
LINC00635	0	0	0	0
LINC00636	0	0	0	0
LOC124906266	0	1	0	0
LOC124906265	1	1	2	4
CD47	164	210	137	146
LOC105374031	0	0	0	0
LINC01215	0	0	0	0
IFT57	210	258	180	224
LOC124909405	0	1	0	0
HHLA2	0	0	0	1
MYH15	14	24	16	19
LOC124900545	0	0	0	0
LOC124909406	0	1	1	0
CIP2A	454	514	492	525
LOC124900556	2	8	4	5
DZIP3	319	694	342	396
LOC105374033	0	0	0	0
LOC105374034	0	0	0	0
RETNLB	0	0	0	0
TRAT1	0	0	0	0
GUCA1C	0	0	0	0
MORC1	0	0	0	0
LOC124906382	0	0	0	0
MORC1-AS1	0	0	0	0
C3orf85	0	0	0	0
LINC00488	0	3	0	1
DPPA2	1	0	0	0
DPPA4	580	494	527	479
LINC01205	0	0	0	0
MIR4445	0	0	0	0
LOC124906267	0	0	0	0
LOC105374036	0	0	1	0
LOC105374037	2	0	0	0
LOC151760	1126	1294	67	52
NECTIN3-AS1	1	0	0	6
NECTIN3	793	904	601	771
LOC124909493	2	7	8	10
LOC105374038	0	0	0	0
LOC105374039	0	0	0	2
CD96	0	1	1	0
ZBED2	0	0	0	1
PLCXD2	48	43	42	65
PLCXD2-AS1	1	1	1	2
PHLDB2	329	406	862	1099
LOC107984087	0	1	6	15
LOC105374040	13	5	45	58
ABHD10	264	251	233	199
TAGLN3	11	9	6	8
TMPRSS7	0	0	0	1
C3orf52	481	399	238	278
MIR567	0	0	0	0
GCSAM	35	45	19	20
TBILA	0	0	0	0
SLC9C1	12	16	10	11
LOC124909407	4	8	7	7
LOC105374042	4	2	1	3
CD200	56	108	50	59
LOC105374041	0	0	0	0
LOC124909408	0	0	0	0
BTLA	0	0	0	0
ATG3	445	378	399	453
SLC35A5	243	243	240	269
CCDC80	2220	1972	357	410
LINC02042	0	1	1	0
MIR9900	0	0	0	0
CD200R1L-AS1	0	0	0	0
CD200R1L	0	0	1	0
CD200R1	8	7	2	7
GTPBP8	144	148	111	144
NEPRO	747	1043	619	735
LOC124906268	5	7	2	5
LINC02044	6	5	5	7
LOC102723430	0	1	1	4
LOC124909486	146	119	79	85
BOC	245	266	117	118
LOC124909409	67	65	36	31
LOC127898559	22	25	19	18
CFAP44	0	1	1	1
CFAP44-AS1	2	1	2	1
MIR8076	0	0	0	0
SPICE1	10	17	8	16
SIDT1	1	1	4	0
MIR4446	0	0	0	0
LOC124909410	1	0	1	1
USF3	291	419	305	436
NAA50	609	763	651	855
ATP6V1A	453	574	451	520
GRAMD1C	3	7	4	6
ZDHHC23	164	136	335	414
CCDC191	36	58	78	105
LOC105374048	1	1	2	3
QTRT2	413	352	486	495
DRD3	2	0	0	0
ZNF80	1	3	0	0
TIGIT	0	3	0	0
LOC124909411	0	0	0	0
ZBTB20	137	243	105	128
MIR568	0	0	0	0
ZBTB20-AS1	3	6	2	4
ZBTB20-AS5	1	0	0	0
MIR4796	0	0	0	0
ZBTB20-AS3	0	0	0	0
ZBTB20-AS4	1	1	1	0
LOC105374051	0	0	0	0
GAP43	129	80	53	52
LOC124909412	0	0	0	0
LOC124906269	0	0	0	0
LSAMP	103	114	66	87
LOC124909413	0	0	0	0
LOC105374053	0	0	0	0
SNORD155	0	0	0	0
LOC107986116	1	0	1	1
LOC124909414	3	11	5	0
LOC105374052	0	4	6	7
LSAMP-AS1	1	0	1	1
LINC00903	0	0	1	0
TUSC7	3	3	1	2
MIR4447	0	0	0	0
LINC00901	0	1	2	2
LOC124909415	15	45	17	19
LOC105374054	0	1	0	0
LOC124906271	0	0	0	0
LOC105374056	65	78	37	41
LOC124906270	181	273	148	115
LINC02024	0	7	4	2
LOC101926953	16	23	8	16
LINC03051	24	16	15	18
LOC124909416	0	0	0	0
LOC105374058	0	0	0	0
LOC105374060	0	0	0	0
LOC101926968	0	0	1	0
LOC124909417	0	0	0	0
LOC105374059	0	0	2	0
IGSF11	41	54	73	73
IGSF11-AS1	0	2	2	0
TEX55	1	1	0	0
UPK1B	5	5	1	7
B4GALT4	482	411	589	558
B4GALT4-AS1	5	7	3	11
ARHGAP31	693	631	406	373
ARHGAP31-AS1	8	7	8	17
LOC124906273	39	45	35	53
TMEM39A	687	685	792	806
POGLUT1	214	318	204	238
TIMMDC1	462	367	428	421
CD80	1	0	2	4
LOC107986118	0	1	0	0
ADPRH	11	20	29	22
PLA1A	3	4	3	3
POPDC2	2023	1645	1184	1219
COX17	105	80	143	98
LOC105374063	3	6	13	12
LOC105374064	1	1	0	0
CFAP91	48	32	57	69
NR1I2	1	1	1	0
GSK3B	2090	2063	2033	2581
MIR6529	5	7	3	5
LOC105374065	1	2	0	0
GPR156	14	10	14	14
LOC124909418	0	2	0	2
LRRC58	154	253	176	329
LRRC58-DT	1	1	5	2
LOC124906274	0	0	0	3
FSTL1	6552	6055	6043	5969
MIR198	0	0	0	0
LOC124900546	1085	1231	1094	1647
LOC107986121	0	0	2	0
NDUFB4	757	482	562	488
HGD	0	0	1	2
RABL3	220	227	186	194
GTF2E1	154	133	128	124
LINC02049	0	0	0	0
LOC105374069	0	0	0	0
STXBP5L	16	35	44	42
MIR5682	0	0	0	0
POLQ	419	590	463	742
ARGFX	0	1	1	0
LOC124906360	0	0	0	0
FBXO40	3	3	8	3
HCLS1	2	3	2	3
GOLGB1	1177	1596	1482	1616
IQCB1	293	295	386	409
EAF2	12	15	9	16
SLC15A2	3	5	3	5
ILDR1	0	0	3	2
LOC101927010	0	0	0	1
CD86	0	0	0	0
CASR	0	0	0	0
CSTA	0	0	1	0
MIX23	55	73	86	69
FAM162A	120	113	103	61
WDR5B	84	99	85	90
WDR5B-DT	13	14	19	18
KPNA1	1139	1292	1213	1367
LOC107984000	0	0	1	0
LOC105374071	0	0	0	1
PARP9	8	15	40	56
DTX3L	12	14	46	49
PARP15	0	0	2	0
LOC124909419	0	0	0	0
PARP14	31	39	92	132
HSPBAP1	124	89	188	253
LOC124906363	0	2	1	0
SLC49A4	158	128	306	280
LINC02035	31	25	72	111
SEMA5B	141	121	172	164
PDIA5	79	92	120	142
MIR7110	0	0	0	0
SEC22A	61	85	88	82
ADCY5	351	344	94	78
LOC124909420	0	1	0	0
HACD2	641	747	485	619
MYLK-AS1	12	9	4	4
MYLK	135	123	225	216
LOC124909421	6	4	4	4
MYLK-AS2	0	1	1	1
LOC105369194	14	16	7	13
LOC124906346	0	0	0	0
CCDC14	1151	1620	1401	1766
ROPN1	0	0	0	0
KALRN	228	244	446	562
MIR5002	0	1	1	5
LOC105374077	3	1	13	7
MIR6083	1	0	0	1
LOC105374076	4	2	2	1
LOC124906276	1	1	0	1
UMPS	719	614	751	728
MIR544B	0	1	0	3
ITGB5	502	424	617	626
LOC124909422	64	48	91	62
LOC124906277	7	4	5	9
MUC13	1	2	3	0
HEG1	4477	4928	6412	6125
LOC124909423	6	5	16	21
LOC124906278	3	9	3	4
SLC12A8	13	8	29	30
MIR5092	0	0	0	0
ZNF148	351	538	362	414
LOC105374080	0	4	2	1
LOC105374081	1	1	0	0
LOC124906351	0	0	0	0
SNX4	251	294	287	337
OSBPL11	366	396	370	429
LOC112267908	0	0	2	1
LOC105374312	0	0	0	0
LOC124909424	5	4	4	4
MIR548I1	0	0	0	0
LINC02614	7	4	4	6
LOC102723696	18	21	21	22
FAM86JP	5	14	4	5
ALG1L1P	6	3	2	0
ROPN1B	1	0	1	4
SLC41A3	175	192	216	184
LOC124909425	0	0	2	0
LOC105374085	1	1	2	1
ALDH1L1	1	0	2	2
ALDH1L1-AS1	0	0	0	0
LOC105374083	0	0	0	0
ALDH1L1-AS2	0	0	0	0
LOC124909426	3	0	0	0
LOC107986124	0	2	2	1
KLF15	85	54	128	103
LOC105374088	3	6	8	6
LOC107986044	0	0	0	0
CFAP100-DT	0	0	0	0
CFAP100	6	8	8	8
LOC124906280	5	7	2	7
ZXDC	831	784	816	893
UROC1	5	2	0	2
CHST13	0	0	0	0
C3orf22	0	1	0	0
LOC105374090	5	18	17	26
TXNRD3	46	29	70	67
NUP210P1	0	0	0	0
CHCHD6	94	58	137	139
PLXNA1	1586	1820	3980	3683
PRR23E	0	0	0	0
LOC124906281	0	0	0	0
PRR20G	0	0	1	1
LINC02016	0	0	0	0
LOC105374094	0	0	0	0
LINC01471	0	1	0	0
LINC02034	4	2	1	1
TPRA1	32	58	50	49
MIR6825	0	0	0	0
MIR7976	1	0	0	0
MCM2	1217	971	1157	1173
LOC107986126	0	0	0	0
PODXL2	28	36	23	16
ABTB1	3	6	9	8
MGLL	4	3	7	8
LOC107986127	0	0	0	1
LOC107986129	0	1	0	1
LOC105374096	0	0	0	0
LOC124909427	0	0	0	0
KBTBD12	4	1	1	3
LOC102723759	11	7	5	12
SEC61A1	1735	1696	1644	1608
RUVBL1	1304	974	1080	935
RUVBL1-AS1	3	3	2	5
EEFSEC	130	112	97	80
LOC124909428	2	4	1	1
LOC124909429	1	0	0	0
DNAJB8	0	0	0	1
DNAJB8-AS1	0	0	1	0
GATA2	326	287	329	278
GATA2-AS1	51	47	48	49
LOC90246	14	23	10	26
LINC01565	0	0	1	1
LOC124909430	7	9	1	3
RPN1	2602	2220	2455	2377
LOC124900558	0	0	0	0
RAB7A	3464	3171	3442	3003
MIR12124	0	1	0	0
IFT122P3	13	11	4	6
ACAD9-DT	53	46	52	56
ACAD9	296	306	296	231
CFAP92	59	67	53	57
EFCC1	12	5	10	14
GP9	0	1	1	0
LOC124906368	0	0	0	0
RAB43	4	2	4	4
ISY1-RAB43	0	0	0	0
ISY1	79	61	50	58
CNBP	3630	3149	3888	3660
LOC105374101	24	23	35	25
LOC105374102	0	2	0	0
COPG1	1443	1256	1448	1320
MIR6826	0	1	1	0
HMCES	527	359	489	412
H1-10	417	362	416	366
H1-10-AS1	20	13	22	33
RPL32P3	39	47	37	30
SNORA7B	13	3	4	11
EFCAB12	2	5	2	2
MBD4	535	592	505	560
IFT122	254	154	337	279
RHO	1	0	1	1
H1-8	0	1	0	0
PLXND1	353	424	583	557
LOC124909431	2	1	0	0
TMCC1	371	464	367	392
TMCC1-DT	12	16	12	13
TRH	19	15	10	13
ALG1L2	2	6	2	5
LINC02014	0	1	0	1
FAM86HP	53	42	39	41
LINC02021	14	15	17	7
LOC124909432	23	9	17	21
LOC107986131	4	1	12	4
LOC107986133	9	8	10	11
LOC124906285	8	7	5	3
LOC124906287	2	2	2	2
LOC124909433	0	2	0	2
COL6A4P2	17	41	41	27
LOC105374106	0	0	0	0
COL6A5	1	2	2	1
COL6A6	145	201	45	65
PIK3R4	333	324	348	360
LOC107986023	3	0	0	1
LOC105374107	0	0	0	0
LOC105374108	0	0	0	0
ATP2C1	612	661	572	638
ASTE1	90	81	64	87
NEK11	7	10	15	10
LOC124909434	1	1	4	4
NUDT16-DT	2	3	4	3
NUDT16L2P	14	12	21	24
NUDT16	168	221	180	199
LOC107986025	2	5	3	6
LOC105374110	0	0	2	0
MRPL3	1563	1355	1315	1354
SNORA58	0	1	0	1
LOC105374114	3	1	3	1
CPNE4	22	21	21	14
LOC105374113	0	0	1	4
MIR5704	0	0	0	0
LOC124906288	5	1	0	3
LOC105374111	0	1	0	0
TRC-GCA6-1	0	1	0	0
TRC-GCA9-1	2	0	0	0
ACP3	241	202	80	67
LOC124909435	0	3	1	9
DNAJC13	568	714	533	720
LOC124909436	7	5	4	6
NPHP3-ACAD11	0	0	2	0
ACAD11	0	0	0	0
ACKR4	6	15	13	25
UBA5	285	362	268	341
NPHP3	23	44	35	39
NPHP3-AS1	1	1	0	2
LOC105374115	0	0	0	0
TMEM108	10	12	13	8
TMEM108-AS1	0	0	5	3
LOC101927432	2	6	6	5
BFSP2	0	0	2	0
BFSP2-AS1	0	0	0	0
CDV3	2429	1876	2569	2528
LOC124909437	1	2	1	1
TOPBP1	892	1080	1154	1564
LOC124909487	12	11	7	19
TF	8	9	17	14
SRPRB	915	670	827	777
LOC105374116	0	1	0	0
RAB6B	11	6	10	16
C3orf36	2	1	4	6
SLCO2A1	436	423	1411	1355
LINC02000	0	0	0	0
LOC105374117	0	0	0	0
RYK	797	796	797	826
LINC02004	0	0	0	0
LOC105374118	4	3	10	3
AMOTL2	1164	1153	2235	2308
MIR6827	1	0	4	2
MIR4788	0	0	0	0
ANAPC13	305	236	257	245
CEP63	288	348	293	393
KY	18	10	16	10
EPHB1	34	34	33	50
LOC105374121	0	1	0	1
LOC102724019	2	4	2	7
LOC105374122	12	8	19	19
LOC105374123	0	0	0	0
LOC105374124	0	1	0	0
PPP2R3A	291	419	260	344
MSL2	760	837	719	801
PCCB	419	371	437	406
STAG1	580	772	658	845
SLC35G2	30	41	55	83
NCK1-DT	18	13	29	30
NCK1	58	72	54	53
IL20RB-AS1	0	3	2	2
IL20RB	13	20	28	51
LOC105374126	0	0	0	0
SOX14	0	0	0	0
LINC01210	0	0	0	1
CLDN18	23	17	9	19
LOC105374127	29	18	20	17
LOC105374128	47	67	38	42
DZIP1L	265	279	189	216
A4GNT	0	5	4	0
DBR1	203	201	184	199
ARMC8	609	648	581	708
NME9	24	35	33	48
LOC124909438	0	0	0	0
MRAS	670	592	503	365
ESYT3	38	39	62	65
CEP70	97	225	112	168
FAIM	56	82	67	65
PIK3CB	177	204	166	221
LOC124906289	0	0	0	0
LINC01391	4	7	10	8
FOXL2	5	7	7	5
FOXL2NB	12	10	18	19
PRR23A	0	0	0	0
PRR23B	0	0	0	0
PRR23C	0	1	0	1
BPESC1	0	0	0	0
PISRT1	0	0	0	0
LOC124906290	0	0	0	5
LOC124909439	1	0	0	1
MRPS22	322	273	321	329
COPB2	3260	2909	2777	2866
COPB2-DT	15	17	18	20
RBP2	5	8	5	5
RBP1	1031	664	536	440
NMNAT3	9	11	7	12
CLSTN2	4908	4749	3418	3733
LOC124909440	6	1	6	4
LOC124900599	2	0	0	3
LOC105374132	4	7	2	8
CLSTN2-AS1	14	14	10	28
LOC102724068	73	140	58	127
TRIM42	0	2	1	0
SLC25A36	318	470	408	545
SPSB4	906	922	700	687
PXYLP1	188	199	159	199
LOC124909441	4	4	2	2
ZBTB38	117	151	189	207
LOC124906291	0	0	1	3
RASA2	94	144	149	220
LINC02618	0	1	0	2
RNF7	541	383	458	472
GRK7	13	15	12	6
LOC105374134	0	0	0	0
ATP1B3	883	583	777	712
LOC124909442	0	0	0	2
TFDP2	795	792	951	917
GK5	156	171	178	244
XRN1	354	657	537	675
ATR	219	340	277	326
LOC105374136	0	2	1	3
PLS1	33	41	60	82
TRPC1	234	310	262	313
PCOLCE2	98	82	386	513
LOC124909443	1	2	2	1
LOC100507389	0	1	7	9
PAQR9	78	75	395	479
PAQR9-AS1	1	0	2	2
LOC100289361	2	2	3	4
U2SURP	1732	1921	2059	2561
LOC105374138	0	0	0	0
CHST2	23	27	29	30
LOC105374137	2	1	1	1
SLC9A9	5	7	30	26
SLC9A9-AS1	0	0	0	0
LOC124906294	0	1	1	3
LOC102724120	0	0	0	1
DIPK2A	312	322	465	520
LOC105374140	35	38	55	53
LOC124909444	1	2	0	0
LOC105374141	0	0	0	0
LOC105374142	0	0	0	0
LOC105374143	0	0	0	1
LOC105374144	0	0	0	0
LOC107986138	0	0	0	0
LNCSRLR	14	14	5	6
PLOD2	757	1325	307	376
LOC105374145	0	1	0	0
PLSCR4	3	6	6	11
PLSCR2	1	1	0	1
PLSCR1	89	137	109	119
PLSCR5	22	16	6	4
LINC02010	0	0	0	0
LOC112268449	0	0	0	0
LOC124909494	0	0	0	0
ZIC4	4	4	0	1
ZIC4-AS1	0	0	0	0
ZIC1	27	29	0	2
LOC440982	0	0	0	0
LOC124909495	0	0	0	0
LOC102724145	0	0	0	0
LOC124909496	0	0	0	0
LOC124906206	0	0	0	0
LINC02032	0	0	0	0
LINC02045	0	0	0	0
LINC02046	0	0	0	0
LOC105374148	0	0	0	0
LOC105374147	0	0	0	0
LOC105374150	0	0	0	0
AGTR1	3	3	3	4
CPB1	0	0	0	0
CPA3	0	0	0	0
LOC107986045	0	0	0	0
GYG1	528	512	303	271
HLTF	288	463	206	275
HLTF-AS1	0	0	0	0
HPS3	181	268	149	232
CP	6	8	6	11
LOC101927942	0	0	0	0
LOC107986140	1	0	1	0
TM4SF18	1	1	55	47
TM4SF1	0	2	9	3
TM4SF1-AS1	0	0	0	0
LOC105374151	0	0	0	0
TM4SF4	0	0	1	2
WWTR1	1245	1394	854	1128
WWTR1-IT1	63	92	61	55
WWTR1-AS1	5	3	6	7
COMMD2	367	489	411	403
ANKUB1	0	0	0	0
RNF13	133	156	136	208
PFN2	773	798	811	720
LOC646903	22	15	28	24
LOC124909445	0	1	0	1
LOC105374153	0	0	0	0
LINC01998	1	2	0	0
LOC105374313	0	0	0	0
LINC01213	0	0	2	0
LINC01214	0	0	2	3
LOC105374154	0	0	2	0
LOC107986141	0	0	0	0
LOC107986142	0	0	0	0
TSC22D2	589	748	558	564
SERP1	508	689	620	630
EIF2A	564	705	542	620
LOC124900547	62	77	56	66
SELENOT	1177	1034	1018	1051
ERICH6	1	0	0	1
ERICH6-AS1	0	1	1	1
LOC101928105	4	1	4	5
SIAH2	547	517	843	752
SIAH2-AS1	13	13	7	12
LOC124909447	0	2	1	0
MINDY4B	0	1	0	0
LOC124909446	0	0	0	0
CLRN1	0	0	0	0
CLRN1-AS1	2	6	11	4
LOC124909448	4	1	6	9
MED12L	327	389	703	926
GPR171	36	46	94	152
P2RY14	22	23	39	91
GPR87	2	4	18	19
P2RY13	7	11	41	48
P2RY12	2	10	19	18
IGSF10	35	44	33	49
LINC02066	0	0	0	0
MIR5186	0	0	0	0
LOC105374157	0	0	0	0
AADACL2	1	2	0	1
AADACL2-AS1	0	0	0	0
AADACP1	0	0	1	0
AADAC	2	0	2	1
SUCNR1	6	4	4	2
LOC105374159	0	0	0	0
LOC107986047	0	0	0	1
LOC101928166	0	0	0	0
MBNL1	154	191	124	125
MBNL1-AS1	3	6	5	4
TMEM14EP	2	6	13	5
LOC105374163	0	0	1	5
LOC102724289	0	0	0	0
LOC124909449	0	0	0	0
P2RY1	204	277	407	562
LOC124909450	0	0	1	0
LOC124909451	1	0	0	1
RAP2B	703	449	883	803
LOC105374164	0	0	0	0
LOC105374166	0	0	0	0
LINC02006	0	1	0	0
LINC02083	0	0	0	0
LINC02877	0	0	0	2
LOC124900552	0	0	0	0
ARHGEF26-AS1	1	0	3	0
ARHGEF26	217	261	181	177
LOC105374167	16	18	14	14
DHX36	563	734	635	883
LOC124906350	0	0	0	0
GPR149	0	0	1	0
LOC105374170	0	0	0	0
LOC105374171	0	0	0	0
MME	153	185	530	555
LINC01487	0	0	0	0
STRIT1	0	0	0	0
LOC105374172	0	0	0	0
PLCH1-AS1	0	0	0	0
PLCH1	242	286	142	158
PLCH1-AS2	0	0	0	0
LOC124906297	6	1	0	6
C3orf33	27	31	16	13
SLC33A1	262	240	262	256
LOC105374174	4	1	3	3
GMPS	1436	1514	1194	1339
KCNAB1	110	136	84	108
KCNAB1-AS2	1	0	3	2
KCNAB1-AS1	0	0	0	0
LOC124906298	1	1	2	1
SSR3	2035	2351	1622	1560
TIPARP-AS1	6	8	6	6
TIPARP	1884	1783	1013	1127
LINC00886	5	2	11	4
PA2G4P4	6	3	12	11
LEKR1	1	1	4	6
LINC00880	8	7	7	4
LINC02029	11	9	2	8
LINC00881	9	8	1	1
CCNL1	1116	1524	1215	1375
LOC101928236	1	1	1	5
LOC105374179	1	0	0	4
VEPH1	10	25	14	17
PTX3	26	17	6	5
SLC66A1L	3	0	1	1
SHOX2	27	61	30	17
RSRC1	142	181	124	178
UC.134	4	6	3	8
MLF1-DT	1	1	1	0
MLF1	103	79	68	92
GFM1	398	408	370	509
LXN	36	55	64	67
RARRES1	6	14	11	12
LOC100287290	5	6	8	5
MFSD1	192	156	194	176
LOC105374181	1	2	3	2
LOC124909452	0	0	0	1
IQCJ-SCHIP1	0	0	0	0
IQCJ	2	1	1	0
SCHIP1	11	21	14	13
MIR3919	0	0	0	0
IQCJ-SCHIP1-AS1	1	3	1	4
LOC101928351	8	18	14	23
LOC124906299	3	3	4	3
IL12A-AS1	0	0	0	0
IL12A	0	1	0	0
LINC01100	0	0	0	0
LOC124906252	0	0	0	0
C3orf80	13	8	27	24
TRIM59-IFT80	3	2	6	10
IFT80	0	0	0	0
SMC4	1257	1979	1321	1641
MIR15B	0	1	0	0
MIR16-2	0	0	0	0
TRIM59	151	158	139	208
KPNA4	1489	1627	1784	2410
SCARNA7	3	1	2	3
ARL14	0	0	1	3
LOC124900554	0	0	0	0
PPM1L	223	216	192	260
B3GALNT1	42	63	60	90
LOC124909453	6	9	3	10
LOC124906300	3	6	12	8
LOC105374186	2	0	1	1
NMD3	415	444	519	630
LOC105374187	31	28	38	68
LOC112268450	3	15	14	20
SPTSSB	21	33	111	146
LOC107986150	0	0	1	9
LINC02067	11	12	17	25
OTOL1	2	0	0	0
LOC107986048	0	0	0	0
LOC107986049	0	0	0	0
LINC01192	0	0	0	0
LOC124906371	0	0	0	0
LOC105374188	0	0	0	0
LOC102724419	5	11	4	8
MIR1263	0	0	0	0
LOC105374189	0	0	0	0
LOC105374190	0	0	0	0
LOC105374191	0	0	0	0
LOC107986151	0	0	0	0
LINC01324	0	0	0	0
LOC107986050	0	0	0	0
SI	0	0	0	0
LOC105374192	0	0	0	0
SLITRK3	16	13	3	1
LINC01322	0	0	1	0
BCHE	31	32	10	7
LOC124909497	0	0	0	0
LOC124909498	0	0	0	0
LOC105374194	0	0	0	0
LOC105374193	0	0	0	0
LOC105374196	0	0	0	1
ZBBX	15	33	18	11
LINC01327	0	0	0	0
SERPINI2	0	0	0	0
LOC105374197	1	0	0	0
WDR49	5	3	1	1
PDCD10	606	557	628	714
SERPINI1	11	4	18	26
LRRC77P	0	0	0	0
GOLIM4	406	570	306	368
EGFEM1P	19	15	25	20
MIR551B	0	0	0	0
LOC105374200	4	6	6	1
LINC02082	0	0	0	0
LINC01997	0	0	0	0
LOC107986051	0	0	0	0
MECOM	517	592	491	630
LOC124909454	6	6	8	5
LOC105374206	4	14	21	34
MECOM-AS1	6	5	17	21
LOC124906301	33	44	39	66
TERC	8	8	14	8
ACTRT3	10	1	3	10
TRV-AAC1-1	0	0	0	0
MYNN	218	266	231	255
LRRC34	14	23	13	12
LRRIQ4	0	3	2	0
